Produced Item Name,Crafting WorkBench,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Cotton Reclamations Temple Boots,Player Crafting,1,Craftsmanship,Player Crafting,1 Netch Leather 2 Cotton Thread 2 Cotton Cloth - Brown 1 Cotton Cloth - Grey,Dragonborn - Clean Sweep Complete
Cotton Reclamations Temple Hood,Player Crafting,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Blue,Dragonborn - Clean Sweep Complete
Cotton Reclamations Temple Robes,Player Crafting,1,Craftsmanship,Player Crafting,3 Netch Leather 4 Cotton Thread 2 Cotton Cloth - Black 3 Cotton Cloth - Blue 2 Cotton Cloth - Grey,Dragonborn - Clean Sweep Complete
Cotton Robes - Mythic Dawn,Player Crafting,1,Craftsmanship,Player Crafting,4 Cotton Thread 4 Cotton Cloth - Red 1 Cotton Cloth - Yellow,Daedra - Pieces of the Past
Cotton Robes - Thalmor,Player Crafting,1,Craftsmanship,Player Crafting,4 Cotton Thread 5 Cotton Cloth - Black,
Cotton Shoes - Mythic Dawn,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 2 Cotton Cloth - Brown,Daedra - Pieces of the Past
Cotton Tall Boots,Player Crafting,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 4 Cotton Cloth - Tan,
Cotton Telvanni Robes,Player Crafting,1,Craftsmanship,Player Crafting,3 Netch Leather 4 Cotton Thread 1 Cotton Cloth - Black 3 Cotton Cloth - Red 1 Cotton Cloth - Yellow,Dragonborn -  Old Friends Complete
Cotton Telvanni Shoes,Player Crafting,1,Craftsmanship,Player Crafting,1 Netch Leather 2 Cotton Thread 2 Cotton Cloth - Brown,Dragonborn -  Old Friends Complete
Cotton Thread,Spinning Wheel,4,Craftsmanship,Spinning Wheel,3 Tundra Cotton,
Cotton Thread,Breakdown,2,,Breakdown,1 Cotton Cloth,
Cotton Vaermina Robes,Player Crafting,1,Craftsmanship,Player Crafting,4 Cotton Thread 5 Cotton Cloth - Purple,Daedra - Waking Nightmare
Crab Cakes,Oven,1,,Oven,1 Salt 1 Flour 1 Raw Mudcrab Meat,
Crab Stew,Cook pot,1,,Cook pot,1 Garlic 1 Potato 1 Leek 1 Raw Mudcrab Meat 1 Glass Bottle (Water),
Creamy Crab Bisque,Cook pot,1,,Cook pot,1 Salt 1 Flour 1 Butter 1 Raw Mudcrab Meat 1 Glass Bottle (Water),
Cured Skeever Hide,Cook pot,1,,Cook pot,1 Salt 1 Pelt: Skeever,Forage Skill Greater or Equal to 1
Daedric Battleaxe,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric Battleaxe,Forge,1,Daedric Smithing,Forge,1 Ebony Battleaxe 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Battlestaff,Forge,1,Daedric Smithing,Forge,1 Soul Gem: Black (Empty) 1 Daedra Heart 1 Ebony Battlestaff,
Daedric Battlestaff,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric Boots,Armor Table,1,Daedric Smithing,Armor Table,1 Ingot: Ebony,
Daedric Boots,Forge,1,Daedric Smithing,Forge,1 Ebony Boots 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Cuirass,Armor Table,1,Daedric Smithing,Armor Table,1 Ingot: Ebony,
Daedric Cuirass,Forge,1,Daedric Smithing,Forge,1 Ebony Cuirass 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Dagger,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric Dagger,Forge,1,Daedric Smithing,Forge,1 Ebony Dagger 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Gauntlets,Armor Table,1,Daedric Smithing,Armor Table,1 Ingot: Ebony,
Daedric Gauntlets,Forge,1,Daedric Smithing,Forge,1 Ebony Gauntlets 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Greatsword,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric Greatsword,Forge,1,Daedric Smithing,Forge,1 Ebony Greatsword 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Heavy Bow,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric Heavy Bow,Forge,1,Daedric Smithing,Forge,1 Ebony Heavy Bow 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Heavy Crossbow,Forge,1,Daedric Smithing,Forge,1 Soul Gem: Black (Empty) 1 Daedra Heart 1 Ebony Heavy Crossbow 4 Silk Thread,
Daedric Heavy Crossbow,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Ingot: Ebony 2 Silk Thread,
Daedric Helmet,Armor Table,1,Daedric Smithing,Armor Table,1 Ingot: Ebony,
Daedric Helmet,Forge,1,Daedric Smithing,Forge,1 Ebony Helmet 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Hunting Knife,Sharpening Wheel,1,Advanced Blacksmithing,Sharpening Wheel,1 Ingot: Ebony,
Daedric Hunting Knife,Forge,1,Daedric Smithing,Forge,1 Daedra Heart 1 Ingot: Ebony 1 Leather Strips 1 Fragment: Bone,
Daedric Mace,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric Mace,Forge,1,Daedric Smithing,Forge,1 Ebony Mace 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Shield,Armor Table,1,Daedric Smithing,Armor Table,1 Ingot: Ebony,
Daedric Shield,Forge,1,Daedric Smithing,Forge,1 Ebony Shield 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Sword,Forge,1,Daedric Smithing,Forge,1 Ebony Sword 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Sword,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric War Axe,Forge,1,Daedric Smithing,Forge,1 Ebony War Axe 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric War Axe,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Daedric Warhammer,Forge,1,Daedric Smithing,Forge,1 Ebony Warhammer 1 Soul Gem: Black (Empty) 1 Daedra Heart,
Daedric Warhammer,Sharpening Wheel,1,Daedric Smithing,Sharpening Wheel,1 Daedra Heart,
Dark Brotherhood Heavy Crossbow,Sharpening Wheel,1,Ebony Blacksmithing,Sharpening Wheel,1 Ingot: Ebony,
Dark Brotherhood Heavy Crossbow,Forge,1,Ebony Blacksmithing,Forge,3 Ingot: Steel 2 Ingot: Ebony 2 Wood 1 Leather 4 Hide Lace,
Dawnbreaker,Sharpening Wheel,1,Legendary Blacksmithing,Sharpening Wheel,1 Ingot: Silver,
Dawnbreaker Replica,Sharpening Wheel,1,Advanced Blacksmithing,Sharpening Wheel,1 Ingot: Calcinium,
Dawnbreaker Replica,Forge,1,Advanced Blacksmithing,Forge,1 Ingot: Quicksilver 1 Leather Strips 3 Ingot: Calcinium,Daedra -  The Break of Dawn
Dawnguard Heavy Boots,Forge,1,Craftsmanship,Forge,2 Ingot: Steel 2 Leather Strips 2 Leather 3 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard Heavy Boots,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Heavy Cuirass,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Heavy Cuirass,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Heavy Cuirass,Forge,1,Craftsmanship,Forge,1 Ingot: Silver 4 Ingot: Steel 4 Leather Strips 4 Leather 1 Dye - Grey,DawnGuard - Prophet (Hunter) Complete
Dawnguard Heavy Cuirass,Forge,1,Craftsmanship,Forge,1 Ingot: Silver 4 Ingot: Steel 4 Leather Strips 4 Leather 1 Dye - Black,DawnGuard - Prophet (Hunter) Complete
Dawnguard Heavy Gauntlets,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Heavy Gauntlets,Forge,1,Craftsmanship,Forge,2 Ingot: Steel 2 Leather Strips 2 Leather 2 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard Heavy Helmet,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Heavy Helmet,Forge,1,Craftsmanship,Forge,3 Ingot: Steel 1 Leather Strips 1 Leather 4 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard Improved Light Crossbow,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Steel 2 Hide Lace,Read Improved Crossbow Schematic
Dawnguard Improved Light Crossbow,Forge,1,Craftsmanship,Forge,2 Ingot: Corundum 1 Dawnguard Light Crossbow,Read Improved Crossbow Schematic
Dawnguard Light Boots,Forge,1,Craftsmanship,Forge,1 Ingot: Steel 2 Leather Strips 2 Leather 3 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard Light Boots,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Light Crossbow,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Steel,
Dawnguard Light Crossbow,Forge,1,Craftsmanship,Forge,3 Ingot: Steel 3 Wood 4 Hide Lace,Dawnguard - A New Order complete and spoken to Sorine about crossbow construction
Dawnguard Light Cuirass,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Light Cuirass,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Light Cuirass,Forge,1,Craftsmanship,Forge,1 Ingot: Silver 3 Ingot: Steel 4 Leather Strips 4 Leather 1 Dye - Blue,DawnGuard - Prophet (Hunter) Complete
Dawnguard Light Cuirass,Forge,1,Craftsmanship,Forge,1 Ingot: Silver 2 Ingot: Steel 4 Leather Strips 4 Leather 1 Dye - Black,DawnGuard - Prophet (Hunter) Complete
Dawnguard Light Cuirass,Forge,1,Craftsmanship,Forge,1 Ingot: Silver 2 Ingot: Steel 4 Leather Strips 3 Leather 1 Dye - Red,DawnGuard - Prophet (Hunter) Complete
Dawnguard Light Cuirass,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Light Gauntlets,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Light Gauntlets,Forge,1,Craftsmanship,Forge,1 Ingot: Steel 2 Leather Strips 2 Leather 2 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard Light Helmet,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard Light Helmet,Forge,1,Craftsmanship,Forge,1 Ingot: Steel 2 Leather Strips 2 Leather 4 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard Rune Shield Replica,Armor Table,1,Ebony Blacksmithing,Armor Table,1 Ingot: Ebony,
Dawnguard Rune Shield Replica,Forge,1,Ebony Blacksmithing,Forge,1 Ingot: Silver 3 Ingot: Steel 1 Ingot: Ebony 2 Leather Strips,DawnGuard - Lost Relic Complete
Dawnguard Rune War Axe,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Silver,
Dawnguard Rune War Axe Replica,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Steel,
Dawnguard Rune War Axe Replica,Forge,1,Craftsmanship,Forge,3 Ingot: Steel 1 Wood 2 Leather Strips 4 Fragment: Silver,DawnGuard - Lost Relic Complete
Dawnguard Rune Warhammer,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Silver,
Dawnguard Rune Warhammer Replica,Forge,1,Craftsmanship,Forge,5 Ingot: Steel 2 Wood 3 Leather Strips 7 Fragment: Silver,DawnGuard - Lost Relic Complete
Dawnguard Rune Warhammer Replica,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Steel,
Dawnguard Shield,Forge,1,Craftsmanship,Forge,1 Ingot: Silver 3 Ingot: Steel 2 Leather Strips 1 Leather,DawnGuard - Prophet (Hunter) Complete
Dawnguard Shield,Armor Table,1,Craftsmanship,Armor Table,1 Ingot: Steel,
Dawnguard War Axe,Forge,1,Craftsmanship,Forge,2 Ingot: Steel 1 Wood 2 Leather Strips 4 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard War Axe,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Silver,
Dawnguard Warhammer,Forge,1,Craftsmanship,Forge,4 Ingot: Steel 2 Wood 3 Leather Strips 7 Fragment: Silver,DawnGuard - Prophet (Hunter) Complete
Dawnguard Warhammer,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Silver,
Deathbrand Boots,Armor Table,1,Stalhrim Smithing,Armor Table,1 Stalhrim,
Deathbrand Cuirass,Armor Table,1,Stalhrim Smithing,Armor Table,1 Stalhrim,
Deathbrand Gauntlets,Armor Table,1,Stalhrim Smithing,Armor Table,1 Stalhrim,
Deathbrand Helm,Armor Table,1,Stalhrim Smithing,Armor Table,1 Stalhrim,
Decorative War Horn,Forge,1,,Forge,1 Ingot: Iron 1 Animal Bone (Superlative),Forage Skill Greater or Equal to 3
Deer Heavy Helmet (Crude),Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Deer 1 Antler Paste,"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Deer Heavy Helmet (Good),Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Deer 1 Antler Paste,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Deer Heavy Helmet (Superlative),Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Deer 1 Antler Paste,Forage Skill Greater or Equal to 8
Deer Light Helmet (Crude),Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Deer 1 Antler Paste,"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Deer Light Helmet (Good),Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Deer 1 Antler Paste,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Deer Light Helmet (Superlative),Player Crafting,1,Craftsmanship,Player Crafting,1 Pelt: Deer 1 Antler Paste,Forage Skill Greater or Equal to 8
Deer Skull Headdress (Good),Player Crafting,1,,Player Crafting,1 Mammoth Tusk 0 Pelt: Deer 1 Hawk Feathers 1 Antler Paste,Forage Skill Greater or Equal to 4
Demon Heavy Helmet  (Good),Player Crafting,1,Craftsmanship,Player Crafting,1 Human Skull 1 Leather 2 Goat Horns 1 Bonesap,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Demon Heavy Helmet (Crude),Player Crafting,1,Craftsmanship,Player Crafting,1 Human Skull 1 Leather 2 Goat Horns 1 Bonesap,"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Demon Heavy Helmet (Superlative),Player Crafting,1,Craftsmanship,Player Crafting,1 Human Skull 1 Leather 2 Goat Horns 1 Bonesap,Forage Skill Greater or Equal to 8
Demon Light Helmet (Crude),Player Crafting,1,Craftsmanship,Player Crafting,1 Human Skull 1 Leather 2 Goat Horns 1 Bonesap,"Forage Skill Greater or Equal to 1,Forage Skill Less than 4"
Demon Light Helmet (Good),Player Crafting,1,Craftsmanship,Player Crafting,1 Human Skull 1 Leather 2 Goat Horns 1 Bonesap,"Forage Skill Greater or Equal to 4,Forage Skill Less than 8"
Demon Light Helmet (Superlative),Player Crafting,1,Craftsmanship,Player Crafting,1 Human Skull 1 Leather 2 Goat Horns 1 Bonesap,Forage Skill Greater or Equal to 8
Deviled Chaurus,Cook pot,1,,Cook pot,1 Thistle Branch 1 Bleeding Crown 1 Raw Chaurus Meat,
Diamond,Forge,1,Advanced Blacksmithing,Forge,1 Gem: Diamond (Rough),
Dog Jerky,Cook pot,3,,Cook pot,6 Salt 1 Raw Dog Meat,
Dragon Blood Pudding,Cook pot,1,,Cook pot,1 Jazbay Grapes 1 Moon Sugar 1 Dragon's Blood,
Dragon Bone,Breakdown,3,,Breakdown,1 Horse Armor: Dragonbone Barding and Saddle,
Dragon Bonemeal,Player Crafting,2,,Player Crafting,1 Dragon Bone,Forage Skill Greater or Equal to 5
Dragon Heart Stew,Cook pot,1,,Cook pot,1 Ale 1 Fire Salts 1 Potato 1 Tomato 1 Dragon Heart,
Dragon Jerky,Cook pot,4,,Cook pot,6 Salt 1 Raw Dragon Meat,
Dragon Priest Dagger,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Corundum,
Dragon Priest Dagger,Forge,1,Craftsmanship,Forge,1 Ingot: Corundum 1 Leather Strips,
Dragon Priest Hood,Forge,1,,Forge,1 Silk Thread 1 Linen Cloth - Black 2 Linen Cloth - Brown,
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Helmet (Superlative),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Shield (Superlative),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Cuirass (Crude),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Helmet (Crude),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Gauntlets (Good),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Gauntlets (Superlative),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Cuirass (Superlative),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Shield (Good),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Gauntlets (Crude),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Boots (Superlative),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Boots (Good),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Shield (Crude),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Boots (Crude),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Helmet (Good),
Dragon Scales,Breakdown,1,,Breakdown,1 Dragonscale Cuirass (Good),
Dragon Skull Headdress,Player Crafting,1,,Player Crafting,1 Dragon Bone 1 Leather Strips 1 Hawk Feathers 1 Bonesap,Forage Skill Greater or Equal to 4
Dragon Stuffed Rabbit,Cook pot,1,,Cook pot,2 Dragon's Tongue 1 Raw Rabbit Meat,
Dragon Vegetable Stew,Cook pot,2,,Cook pot,2 Carrot 2 Potato 1 Raw Dragon Meat 1 Glass Bottle (Water),
Dragon's Breath Mead,Brewing Barrel,2,,Brewing Barrel,2 Dragon's Tongue 1 Honey,
Dragon's Elixir of Firebloom,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of Furious Speed,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of Ghostly Passage,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of Kyne's Peace,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of Slowed Time,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of Swiftness,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of the Living Circle,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of the Shade,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of the Storm,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Elixir of the Unseen,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Venom of Death,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Venom of Disarming,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Venom of Explosive Force,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Venom of Terrible Frost,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragon's Venom of Torpor,Cook pot,2,,Cook pot,1 Dragon's Blood,
Dragonbane,Sharpening Wheel,1,Craftsmanship,Sharpening Wheel,1 Ingot: Corundum,
Dragonbone Battleaxe,Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Battleaxe,Forge,1,"Draconic Blacksmithing,Ebony Blacksmithing",Forge,3 Dragon Bone 2 Ingot: Ebony 3 Leather Strips,
Dragonbone Battleaxe (Crude),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Battleaxe (Crude),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 1 Wood 1 Leather,Forage Skill Equal to 8
Dragonbone Battleaxe (Good),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 1 Wood 1 Leather 2 Fragment: Dragonbone,Forage Skill Equal to 9
Dragonbone Battleaxe (Good),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Battleaxe (Superlative),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 1 Wood 1 Leather 2 Fragment: Dragonbone 1 Wyrmsap,Forage Skill Greater or Equal to 10
Dragonbone Battleaxe (Superlative),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Dagger,Forge,1,"Draconic Blacksmithing,Ebony Blacksmithing",Forge,1 Dragon Bone 1 Ingot: Ebony 1 Leather Strips,
Dragonbone Dagger,Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Dagger (Crude),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Dagger (Crude),Player Crafting,1,Draconic Blacksmithing,Player Crafting,1 Dragon Bone 1 Leather Strips,Forage Skill Equal to 8
Dragonbone Dagger (Good),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Dagger (Good),Player Crafting,1,Draconic Blacksmithing,Player Crafting,1 Dragon Bone 1 Leather Strips 1 Fragment: Dragonbone,Forage Skill Equal to 9
Dragonbone Dagger (Superlative),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Dagger (Superlative),Player Crafting,1,Draconic Blacksmithing,Player Crafting,1 Dragon Bone 1 Leather Strips 1 Fragment: Dragonbone 1 Wyrmsap,Forage Skill Greater or Equal to 10
Dragonbone Greatsword,Forge,1,"Draconic Blacksmithing,Ebony Blacksmithing",Forge,3 Dragon Bone 1 Ingot: Ebony 2 Leather Strips,
Dragonbone Greatsword,Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Greatsword (Crude),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 4 Leather Strips,Forage Skill Equal to 8
Dragonbone Greatsword (Crude),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Greatsword (Good),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Greatsword (Good),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 4 Leather Strips 3 Fragment: Dragonbone,"Forage Skill Equal to 9,Forage Skill Less than 10"
Dragonbone Greatsword (Superlative),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 4 Leather Strips 3 Fragment: Dragonbone 1 Wyrmsap,Forage Skill Greater or Equal to 10
Dragonbone Greatsword (Superlative),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Heavy Bow,Forge,1,"Draconic Blacksmithing,Ebony Blacksmithing",Forge,3 Dragon Bone 1 Ingot: Ebony 2 Leather Strips,
Dragonbone Heavy Bow,Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone 2 Hide Lace,
Dragonbone Heavy Bow (Crude),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Heavy Bow (Crude),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 2 Wood 2 Leather,Forage Skill Equal to 8
Dragonbone Heavy Bow (Good),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 2 Wood 2 Leather 2 Fragment: Dragonbone,Forage Skill Equal to 9
Dragonbone Heavy Bow (Good),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Heavy Bow (Superlative),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Heavy Bow (Superlative),Player Crafting,1,Draconic Blacksmithing,Player Crafting,4 Dragon Bone 2 Wood 2 Leather 2 Fragment: Dragonbone 1 Wyrmsap,Forage Skill Greater or Equal to 10
Dragonbone Heavy Crossbow,Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone 2 Hide Lace,
Dragonbone Heavy Crossbow,Forge,1,Draconic Blacksmithing,Forge,3 Dragon Bone 2 Ingot: Ebony 4 Hide Lace,
Dragonbone Hunting Knife,Sharpening Wheel,1,Advanced Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Hunting Knife,Forge,1,Draconic Blacksmithing,Forge,1 Dragon Bone 1 Ingot: Ebony 1 Leather Strips 1 Fragment: Bone,
Dragonbone Mace,Forge,1,"Draconic Blacksmithing,Ebony Blacksmithing",Forge,3 Dragon Bone 1 Ingot: Ebony 2 Leather Strips,
Dragonbone Mace,Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Mace (Crude),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 1 Wood 2 Leather Strips,Forage Skill Equal to 8
Dragonbone Mace (Crude),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Mace (Good),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 1 Wood 2 Leather Strips 2 Fragment: Dragonbone,Forage Skill Equal to 9
Dragonbone Mace (Good),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Mace (Superlative),Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Mace (Superlative),Player Crafting,1,Draconic Blacksmithing,Player Crafting,3 Dragon Bone 1 Wood 2 Leather Strips 2 Fragment: Dragonbone 1 Wyrmsap,Forage Skill Greater or Equal to 10
Dragonbone Sword,Forge,1,"Draconic Blacksmithing,Ebony Blacksmithing",Forge,2 Dragon Bone 1 Ingot: Ebony 1 Leather Strips,
Dragonbone Sword,Sharpening Wheel,1,Draconic Blacksmithing,Sharpening Wheel,1 Dragon Bone,
Dragonbone Sword (Crude),Player Crafting,1,Draconic Blacksmithing,Player Crafting,2 Dragon Bone 2 Leather Strips,Forage Skill Equal to 8
