Produced Item Name,Qty Made,Perks Needed,Items Required
Separated Silver Aquamarine Necklace (Flawless),1,,1 Silver Aquamarine Necklace (Flawless)
Separated Silver Aquamarine Necklace (Flawless),1,,1 Silver Aquamarine Ring (Flawless)
Separated Silver Aquamarine Ring,1,,1 Silver Aquamarine Ring
Separated Silver Diamond Circlet,1,,1 Silver Diamond Circlet
Separated Silver Diamond Circlet (Flawless),1,,1 Silver Diamond Circlet (Flawless)
Separated Silver Diamond Necklace,1,,1 Silver Diamond Necklace
Separated Silver Diamond Necklace (Flawless),1,,1 Silver Diamond Necklace (Flawless)
Separated Silver Diamond Ring,1,,1 Silver Diamond Ring
Separated Silver Diamond Ring (Flawless),1,,1 Silver Diamond Ring (Flawless)
Separated Silver Emerald Circlet,1,,1 Silver Emerald Circlet
Separated Silver Emerald Circlet (Flawless),1,,1 Silver Emerald Circlet (Flawless)
Separated Silver Emerald Necklace,1,,1 Silver Emerald Necklace
Separated Silver Emerald Necklace (Flawless),1,,1 Silver Emerald Necklace (Flawless)
Separated Silver Emerald Ring,1,,1 Silver Emerald Ring
Separated Silver Emerald Ring (Flawless),1,,1 Silver Emerald Ring (Flawless)
Separated Silver Garnet Circlet,1,,1 Silver Garnet Circlet
Separated Silver Garnet Circlet (Flawless),1,,1 Silver Garnet Circlet (Flawless)
Separated Silver Garnet Necklace,1,,1 Silver Garnet Necklace
Separated Silver Garnet Necklace (Flawless),1,,1 Silver Garnet Necklace (Flawless)
Separated Silver Garnet Ring,1,,1 Silver Garnet Ring
Separated Silver Garnet Ring (Flawless),1,,1 Silver Garnet Ring (Flawless)
Separated Silver Onyx Circlet,1,,1 Silver Onyx Circlet
Separated Silver Onyx Necklace,1,,1 Silver Onyx Necklace
Separated Silver Onyx Ring,1,,1 Silver Onyx Ring
Separated Silver Opal Circlet,1,,1 Silver Opal Circlet
Separated Silver Opal Necklace,1,,1 Silver Opal Necklace
Separated Silver Opal Ring,1,,1 Silver Opal Ring
Separated Silver Peridot Circlet,1,,1 Silver Peridot Circlet
Separated Silver Peridot Circlet (Flawless),1,,1 Silver Peridot Circlet (Flawless)
Separated Silver Peridot Necklace,1,,1 Silver Peridot Necklace
Separated Silver Peridot Necklace (Flawless),1,,1 Silver Peridot Necklace (Flawless)
Separated Silver Peridot Ring,1,,1 Silver Peridot Ring
Separated Silver Peridot Ring (Flawless),1,,1 Silver Peridot Ring (Flawless)
Separated Silver Ruby Circlet,1,,1 Silver Ruby Circlet
"Separated Silver Ruby Circlet, Flawless",1,,"1 Silver Ruby Circlet, Flawless"
Separated Silver Ruby Necklace,1,,1 Silver Ruby Necklace
Separated Silver Ruby Necklace (Flawless),1,,1 Silver Ruby Necklace (Flawless)
Separated Silver Ruby Ring,1,,1 Silver Ruby Ring
Separated Silver Ruby Ring (Flawless),1,,1 Silver Ruby Ring (Flawless)
Separated Silver Sapphire Circlet,1,,1 Silver Sapphire Circlet
Separated Silver Sapphire Circlet (Flawless),1,,1 Silver Sapphire Circlet (Flawless)
Separated Silver Sapphire Necklace,1,,1 Silver Sapphire Necklace
Separated Silver Sapphire Necklace (Flawless),1,,1 Silver Sapphire Necklace (Flawless)
Separated Silver Sapphire Ring,1,,1 Silver Sapphire Ring
Separated Silver Sapphire Ring (Flawless),1,,1 Silver Sapphire Ring (Flawless)
Silk Cloth - Black,2,,1 Emperor's Robes
Silk Cloth - Black,1,,1 Miraak's Robes
Silk Cloth - Black,1,,1 Sheogorath's Boots
Silk Cloth - Black,1,,1 Shrouded Hood
Silk Cloth - Black,1,,1 Shrouded Robes
Silk Cloth - Black,1,,1 Shrouded Robes
Silk Cloth - Black,1,,1 Shrouded Shoes
Silk Cloth - Black,1,,1 Shrouded Shoes
Silk Cloth - Black,1,,1 Shrouded Veil
Silk Cloth - Black,2,,1 Silk Mage Robes - Ornate
Silk Cloth - Black,1,,1 Silk Nocturnal Hood
Silk Cloth - Black,1,,1 Silk Nocturnal Robes
Silk Cloth - Blue,2,,1 Silk Embroidered Raiment - Blue
Silk Cloth - Brown,1,,1 Archmage's Boots
Silk Cloth - Brown,2,,1 Archmage's Robes
Silk Cloth - Brown,1,,1 Miraak's Boots
Silk Cloth - Brown,1,,1 Miraak's Gloves
Silk Cloth - Brown,1,,1 Silk Fur-Embellished Robes - Tan
Silk Cloth - Brown,1,,1 Silk Pleated Boots
Silk Cloth - Brown,1,,1 Silk Psijic Gloves
Silk Cloth - Green,1,,1 Silk Fur-Embellished Robes - Green
Silk Cloth - Grey,1,,1 Silk Cuffed Boots
Silk Cloth - Grey,1,,1 Silk Mage Boots - Ornate
Silk Cloth - Indigo,1,,1 Silk Fur-Embellished Robes - Indigo
Silk Cloth - Purple,1,,1 Sheogorath's Garb
Silk Cloth - Red,2,,1 Silk Embroidered Raiment - Red
Silk Cloth - Tan,1,,1 Silk Fur-Lined Boots
Silk Cloth - Tan,1,,1 Silk Mage Robes - Fine
Silk Cloth - Yellow,1,,1 Silk Psijic Boots
Silk Cloth - Yellow,1,,1 Silk Psijic Hood
Silk Cloth - Yellow,1,,1 Silk Psijic Robes
Silk Thread,4,,1 Shrouded Hand Wraps
Silk Thread,4,,1 Shrouded Hand Wraps
Silk Thread,2,,1 Silk Cloth
Stalhrim,2,,1 Stalhrim Battleaxe
Stalhrim,1,,1 Stalhrim Battlestaff
Stalhrim,1,,1 Stalhrim Greatsword
Stalhrim,1,,1 Stalhrim Heavy Boots
Stalhrim,5,,1 Stalhrim Heavy Crossbow
Stalhrim,3,,1 Stalhrim Heavy Cuirass
Stalhrim,1,,1 Stalhrim Heavy Helmet
Stalhrim,1,,1 Stalhrim Light Boots
Stalhrim,1,,1 Stalhrim Light Bow
Stalhrim,2,,1 Stalhrim Light Cuirass
Stalhrim,1,,1 Stalhrim Light Helmet
Stalhrim,2,,1 Stalhrim Light Shield
Stalhrim,1,,1 Stalhrim Mace
Stalhrim,2,,1 Stalhrim Warhammer
Steel Helmet,1,,1 Steel Bearskin Hood - Black
Steel Helmet,1,,1 Steel Bearskin Hood - Brown
Steel Helmet,1,,1 Steel Bearskin Hood - Ornate Black
Steel Helmet,1,,1 Steel Bearskin Hood - Ornate Brown
Steel Helmet,1,,1 Steel Bearskin Hood - Ornate White
Steel Helmet,1,,1 Steel Bearskin Hood - Trimmed Black
Steel Helmet,1,,1 Steel Bearskin Hood - Trimmed Brown
Steel Helmet,1,,1 Steel Bearskin Hood - Trimmed White
Steel Helmet,1,,1 Steel Bearskin Hood - White
Steel Helmet,1,,1 Steel Wolfskin Hood - Black
Steel Helmet,1,,1 Steel Wolfskin Hood - Brown
Steel Helmet,1,,1 Steel Wolfskin Hood - Dark Trimmed Black
Steel Helmet,1,,1 Steel Wolfskin Hood - Dark Trimmed Brown
Steel Helmet,1,,1 Steel Wolfskin Hood - Dark Trimmed White
Steel Helmet,1,,1 Steel Wolfskin Hood - Light Trimmed Black
Steel Helmet,1,,1 Steel Wolfskin Hood - Light Trimmed Brown
Steel Helmet,1,,1 Steel Wolfskin Hood - Light Trimmed White
Steel Helmet,1,,1 Steel Wolfskin Hood - Noble Black
Steel Helmet,1,,1 Steel Wolfskin Hood - Noble Brown
Steel Helmet,1,,1 Steel Wolfskin Hood - Noble White
Steel Helmet,1,,1 Steel Wolfskin Hood - Ornate Black
Steel Helmet,1,,1 Steel Wolfskin Hood - Ornate Brown
Steel Helmet,1,,1 Steel Wolfskin Hood - Ornate White
Steel Helmet,1,,1 Steel Wolfskin Hood - White
Tundra Cotton,6,,1 Floral Head Wreath
Wood,3,,1 Ale Barrel
Wood,3,,1 Blacksmithing Supplies
Wood,5,,1 Carpenter's Workbench
Wood,5,,1 Furniture Workbench
Wood,1,,1 Matron's Mask
Wood,4,,1 Noble Chest
Wood,3,,1 Ornate Chest
Wood,3,,1 Small Chest
Wood,4,,1 Spinning Wheel
Wood,1,,1 Spriggan Mask
Wood,1,,1 Wood Mask and Hood
Wood,3,,1 Wooden Barrel
Wood,3,,1 Wooden Chest
Wood,3,,1 Wooden Common Bed
Wood,2,,1 Wooden Common Chair
Wood,3,,1 Wooden Common Table
